po_line_id,po_number,supplier_id,part_id,plant_id,source_id,order_date,requested_date,promised_date,qty_ordered,unit_price,currency
POL0026840,4503835,S0039,PN00117,P500,SRC000348,2026-02-01,2026-03-22,2026-03-22,52,34.29,USD
POL0026841,4503835,S0011,PN00355,P100,SRC001096,2025-02-26,2025-04-16,2025-04-18,41,39.97,USD
POL0026842,4503835,S0010,PN00054,P100,SRC000167,2025-06-10,2025-07-10,2025-07-10,100,12.19,USD
POL0026843,4503835,S0017,PN00198,P200,SRC000610,2026-01-31,2026-04-02,2026-04-02,58,33.8,USD
POL0026844,4503835,S0025,PN00262,P200,SRC000822,2026-03-05,2026-05-16,2026-05-18,186,5.47,USD
POL0026845,4503835,S0049,PN00012,P200,SRC000033,2026-01-23,2026-04-08,2026-04-08,500,40.98,USD
POL0026846,4503836,S0034,PN00332,P200,SRC001048,2025-12-24,2026-02-01,2026-02-01,68,76.33,USD
POL0026847,4503836,S0046,PN00218,P200,SRC000665,2025-08-25,2025-10-31,2025-11-05,92,93.97,USD
POL0026848,4503836,S0057,PN00353,P500,SRC001094,2025-04-30,2025-07-10,2025-07-12,100,22.77,USD
POL0026849,4503836,S0056,PN00129,P500,SRC000388,2025-05-15,2025-07-18,2025-07-18,500,10.87,USD
POL0026850,4503836,S0025,PN00376,P100,SRC001169,2025-09-14,2025-11-16,2025-11-16,500,38.82,USD
POL0026851,4503836,S0026,PN00186,P300,SRC000563,2025-06-08,2025-07-14,2025-07-14,104,74.3,USD
POL0026852,4503836,S0029,PN00367,P400,SRC001139,2025-09-20,2025-10-25,2025-10-25,141,21.52,USD
POL0026853,4503837,S0045,PN00164,P500,SRC000497,2026-03-13,2026-04-13,2026-04-15,104,19.25,USD
POL0026854,4503837,S0044,PN00342,P400,SRC001072,2025-06-03,2025-08-13,2025-08-18,176,34.58,USD
POL0026855,4503837,S0011,PN00294,P100,SRC000935,2025-10-15,2025-12-18,2025-12-23,170,24.98,USD
POL0026856,4503837,S0060,PN00343,P500,SRC001073,2026-03-21,2026-05-24,2026-05-29,300,50.0,USD
POL0026857,4503837,S0053,PN00247,P400,SRC000768,2025-11-02,2026-01-16,2026-01-16,115,6.04,USD
POL0026858,4503837,S0049,PN00318,P200,SRC001008,2025-09-29,2025-11-15,2025-11-15,94,62.71,USD
POL0026859,4503837,S0039,PN00071,P100,SRC000223,2025-01-05,2025-02-25,2025-02-25,195,43.02,USD
POL0026860,4503838,S0013,PN00298,P300,SRC000946,2026-01-02,2026-01-15,2026-01-17,201,196.92,USD
POL0026861,4503838,S0034,PN00049,P200,SRC000140,2026-01-18,2026-03-25,2026-03-25,100,17.03,USD
POL0026862,4503838,S0037,PN00062,P100,SRC000189,2025-06-16,2025-07-31,2025-07-31,507,8.4,USD
POL0026863,4503838,S0021,PN00377,P100,SRC001177,2026-03-23,2026-04-12,2026-04-17,75,118.56,USD
POL0026864,4503838,S0041,PN00150,P300,SRC000450,2026-03-22,2026-05-08,2026-05-08,51,9.0,USD
POL0026865,4503838,S0027,PN00256,P600,SRC000800,2025-07-01,2025-07-21,2025-07-26,262,18.64,USD
POL0026866,4503838,S0008,PN00104,P600,SRC000301,2025-09-17,2025-10-26,2025-10-26,182,15.49,USD
POL0026867,4503839,S0036,PN00286,P500,SRC000904,2025-01-11,2025-01-23,2025-01-25,164,24.58,USD
POL0026868,4503839,S0014,PN00283,P500,SRC000896,2025-03-19,2025-05-25,2025-05-25,500,6.91,USD
POL0026869,4503839,S0016,PN00325,P100,SRC001028,2025-02-11,2025-04-06,2025-04-06,133,30.06,USD
POL0026870,4503839,S0058,PN00056,P100,SRC000175,2025-08-01,2025-08-12,2025-08-12,53,28.07,USD
POL0026871,4503839,S0030,PN00098,P600,SRC000290,2026-01-11,2026-03-25,2026-03-25,500,89.38,USD
POL0026872,4503839,S0007,PN00026,P500,SRC000072,2025-05-20,2025-06-24,2025-06-24,48,1.42,USD
POL0026873,4503839,S0039,PN00278,P400,SRC000868,2025-06-06,2025-06-26,2025-06-26,63,106.05,USD
POL0026874,4503840,S0037,PN00177,P300,SRC000533,2026-03-12,2026-04-30,2026-04-30,100,14.86,USD
POL0026875,4503840,S0045,PN00057,P300,SRC000179,2025-06-19,2025-07-24,2025-07-24,102,291.64,USD
POL0026876,4503840,S0001,PN00400,P200,SRC001230,2025-11-07,2026-01-02,2026-01-04,104,57.04,USD
POL0026877,4503840,S0021,PN00219,P200,SRC000666,2025-08-26,2025-11-07,2025-11-07,129,118.73,USD
POL0026878,4503840,S0060,PN00132,P200,SRC000397,2026-01-29,2026-03-18,2026-03-23,78,21.86,USD
POL0026879,4503840,S0027,PN00005,P600,SRC000011,2025-03-08,2025-03-22,2025-03-22,78,6.05,USD
POL0026880,4503840,S0024,PN00391,P200,SRC001212,2025-02-14,2025-04-23,2025-04-23,78,20.8,USD
POL0026881,4503841,S0025,PN00309,P500,SRC000989,2025-06-07,2025-07-13,2025-07-18,100,11.45,USD
POL0026882,4503841,S0033,PN00187,P600,SRC000569,2025-03-17,2025-05-19,2025-05-24,245,14.96,USD
POL0026883,4503841,S0051,PN00029,P500,SRC000088,2026-01-08,2026-03-05,2026-03-10,100,67.3,USD
POL0026884,4503841,S0060,PN00145,P300,SRC000436,2026-03-02,2026-04-08,2026-04-08,189,5.22,USD
POL0026885,4503841,S0057,PN00108,P500,SRC000314,2026-03-24,2026-06-07,2026-06-07,171,13.57,USD
POL0026886,4503841,S0039,PN00071,P100,SRC000223,2025-08-04,2025-09-24,2025-09-24,37,46.33,USD
POL0026887,4503841,S0002,PN00400,P200,SRC001231,2025-05-10,2025-07-12,2025-07-12,500,54.75,USD
POL0026888,4503842,S0049,PN00087,P500,SRC000263,2025-05-07,2025-07-05,2025-07-07,85,119.46,USD
POL0026889,4503842,S0016,PN00267,P600,SRC000837,2025-12-15,2026-01-23,2026-01-28,56,125.23,USD
POL0026890,4503842,S0029,PN00284,P200,SRC000898,2025-12-24,2025-12-31,2026-01-05,500,50.25,USD
POL0026891,4503842,S0029,PN00367,P400,SRC001139,2025-10-13,2025-11-17,2025-11-19,201,20.57,USD
POL0026892,4503842,S0014,PN00357,P600,SRC001101,2025-03-24,2025-06-06,2025-06-06,69,23.79,USD
POL0026893,4503842,S0017,PN00163,P500,SRC000492,2025-09-12,2025-10-21,2025-10-21,56,17.03,USD
POL0026894,4503842,S0017,PN00163,P500,SRC000492,2025-07-11,2025-08-19,2025-08-19,57,15.99,USD
POL0026895,4503843,S0018,PN00169,P600,SRC000508,2026-01-26,2026-04-04,2026-04-04,54,4.82,USD
POL0026896,4503843,S0057,PN00388,P600,SRC001203,2026-03-09,2026-03-25,2026-03-25,100,28.32,USD
POL0026897,4503843,S0033,PN00265,P400,SRC000832,2026-02-09,2026-04-19,2026-04-19,220,69.8,USD
POL0026898,4503843,S0019,PN00395,P500,SRC001220,2026-03-25,2026-04-02,2026-04-02,100,118.84,USD
POL0026899,4503843,S0044,PN00199,P300,SRC000612,2025-02-18,2025-04-13,2025-04-13,212,204.74,USD
POL0026900,4503843,S0021,PN00003,P500,SRC000008,2025-04-15,2025-06-23,2025-06-25,238,63.63,USD
POL0026901,4503843,S0039,PN00078,P500,SRC000236,2026-01-02,2026-03-04,2026-03-04,267,46.27,USD
POL0026902,4503844,S0041,PN00128,P300,SRC000387,2025-08-12,2025-09-23,2025-09-23,96,57.3,USD
POL0026903,4503844,S0009,PN00292,P300,SRC000925,2025-04-28,2025-05-06,2025-05-06,500,10.46,USD
POL0026904,4503844,S0029,PN00193,P100,SRC000592,2025-09-14,2025-10-28,2025-10-28,218,158.13,USD
POL0026905,4503844,S0001,PN00245,P500,SRC000761,2025-01-09,2025-03-18,2025-03-20,100,1.01,USD
POL0026906,4503844,S0042,PN00226,P500,SRC000699,2025-01-31,2025-03-11,2025-03-11,100,14.53,USD
POL0026907,4503844,S0018,PN00272,P400,SRC000853,2025-06-20,2025-08-02,2025-08-04,100,12.71,USD
POL0026908,4503844,S0029,PN00178,P100,SRC000534,2025-09-14,2025-10-23,2025-10-23,100,70.03,USD
POL0026909,4503845,S0011,PN00125,P200,SRC000378,2025-01-18,2025-03-14,2025-03-19,97,30.6,USD
POL0026910,4503845,S0011,PN00294,P100,SRC000935,2025-06-01,2025-08-04,2025-08-04,37,24.26,USD
POL0026911,4503845,S0060,PN00126,P600,SRC000382,2025-06-23,2025-08-21,2025-08-21,60,44.64,USD
POL0026912,4503845,S0011,PN00020,P600,SRC000060,2025-10-05,2025-10-19,2025-10-21,235,12.05,USD
POL0026913,4503845,S0046,PN00302,P600,SRC000962,2025-02-02,2025-02-15,2025-02-15,131,19.82,USD
POL0026914,4503845,S0018,PN00272,P400,SRC000853,2025-03-13,2025-04-25,2025-04-27,147,13.52,USD
POL0026915,4503845,S0023,PN00062,P300,SRC000193,2025-03-09,2025-04-08,2025-04-08,100,8.13,USD
POL0026916,4503846,S0027,PN00304,P500,SRC000971,2025-07-12,2025-08-11,2025-08-11,100,83.39,USD
POL0026917,4503846,S0036,PN00259,P400,SRC000812,2025-12-20,2026-02-25,2026-02-25,101,38.83,USD
POL0026918,4503846,S0054,PN00171,P100,SRC000513,2025-04-21,2025-07-05,2025-07-05,32,63.66,USD
POL0026919,4503846,S0034,PN00031,P200,SRC000093,2025-12-18,2026-02-07,2026-02-12,201,72.07,USD
POL0026920,4503846,S0032,PN00177,P600,SRC000528,2025-11-18,2025-12-26,2025-12-31,91,13.69,USD
POL0026921,4503846,S0015,PN00112,P200,SRC000329,2025-08-28,2025-11-07,2025-11-07,247,11.94,USD
POL0026922,4503846,S0038,PN00035,P200,SRC000103,2025-02-21,2025-03-12,2025-03-12,35,15.69,USD
POL0026923,4503847,S0022,PN00354,P100,SRC001095,2025-09-23,2025-11-13,2025-11-15,159,12.5,USD
POL0026924,4503847,S0009,PN00203,P100,SRC000629,2025-11-30,2026-01-17,2026-01-17,28,38.7,USD
POL0026925,4503847,S0051,PN00029,P500,SRC000088,2025-03-22,2025-05-17,2025-05-17,196,71.41,USD
POL0026926,4503847,S0047,PN00070,P100,SRC000222,2025-11-02,2026-01-12,2026-01-12,91,62.79,USD
POL0026927,4503847,S0026,PN00048,P300,SRC000138,2026-03-15,2026-05-25,2026-05-25,262,14.02,USD
POL0026928,4503847,S0003,PN00032,P600,SRC000094,2026-03-20,2026-05-23,2026-05-25,53,19.65,USD
POL0026929,4503847,S0010,PN00082,P100,SRC000252,2025-02-28,2025-04-19,2025-04-19,100,5.64,USD
POL0026930,4503848,S0057,PN00353,P400,SRC001093,2025-10-23,2025-11-01,2025-11-01,123,23.7,USD
POL0026931,4503848,S0025,PN00309,P500,SRC000989,2025-04-02,2025-05-08,2025-05-08,237,11.83,USD
POL0026932,4503848,S0024,PN00282,P300,SRC000894,2025-04-09,2025-06-15,2025-06-15,123,9.97,USD
POL0026933,4503848,S0001,PN00143,P500,SRC000434,2025-03-08,2025-05-19,2025-05-24,106,20.37,USD
POL0026934,4503848,S0041,PN00174,P100,SRC000522,2026-01-17,2026-04-02,2026-04-04,141,8.19,USD
POL0026935,4503848,S0024,PN00033,P500,SRC000097,2026-02-10,2026-04-03,2026-04-03,154,46.17,USD
POL0026936,4503848,S0002,PN00107,P200,SRC000312,2025-05-09,2025-07-21,2025-07-21,256,78.76,USD
POL0026937,4503849,S0043,PN00034,P500,SRC000099,2025-10-22,2025-11-28,2025-11-28,109,10.98,USD
POL0026938,4503849,S0006,PN00231,P200,SRC000717,2026-03-13,2026-04-25,2026-04-25,50,15.44,USD
POL0026939,4503849,S0058,PN00116,P600,SRC000341,2025-03-02,2025-05-04,2025-05-04,125,30.16,USD
POL0026940,4503849,S0030,PN00363,P100,SRC001124,2025-02-11,2025-03-23,2025-03-28,500,37.76,USD
POL0026941,4503849,S0046,PN00068,P600,SRC000217,2025-07-06,2025-07-25,2025-07-30,117,162.63,USD
POL0026942,4503849,S0056,PN00301,P400,SRC000954,2026-01-23,2026-04-01,2026-04-01,9,27.76,USD
POL0026943,4503849,S0026,PN00186,P500,SRC000567,2025-12-20,2026-02-18,2026-02-18,103,74.69,USD
POL0026944,4503850,S0043,PN00270,P300,SRC000843,2025-12-22,2026-01-23,2026-01-23,179,92.45,USD
POL0026945,4503850,S0049,PN00318,P300,SRC001006,2026-02-25,2026-04-26,2026-04-28,34,60.42,USD
POL0026946,4503850,S0057,PN00250,P400,SRC000784,2025-09-15,2025-09-29,2025-09-29,17,11.22,USD
POL0026947,4503850,S0028,PN00300,P100,SRC000952,2025-09-16,2025-10-30,2025-10-30,180,25.33,USD
POL0026948,4503850,S0051,PN00230,P200,SRC000716,2025-07-25,2025-08-01,2025-08-01,414,46.42,USD
POL0026949,4503850,S0029,PN00284,P200,SRC000898,2025-06-15,2025-06-22,2025-06-22,500,49.35,USD
POL0026950,4503850,S0041,PN00275,P100,SRC000858,2026-01-19,2026-03-02,2026-03-04,207,42.63,USD
POL0026951,4503851,S0029,PN00211,P600,SRC000644,2025-10-06,2025-12-09,2025-12-14,500,28.47,USD
POL0026952,4503851,S0001,PN00176,P600,SRC000527,2025-02-23,2025-03-15,2025-03-15,500,73.21,USD
POL0026953,4503851,S0042,PN00029,P600,SRC000086,2025-05-05,2025-05-12,2025-05-14,100,57.5,USD
POL0026954,4503851,S0034,PN00229,P100,SRC000713,2025-02-25,2025-04-19,2025-04-19,43,64.87,USD
POL0026955,4503851,S0032,PN00239,P200,SRC000747,2025-04-05,2025-06-06,2025-06-06,34,15.44,USD
POL0026956,4503851,S0031,PN00076,P100,SRC000233,2025-08-29,2025-09-10,2025-09-10,101,4.46,USD
POL0026957,4503851,S0014,PN00040,P200,SRC000121,2025-01-19,2025-03-01,2025-03-01,500,31.35,USD
POL0026958,4503852,S0043,PN00371,P300,SRC001148,2025-01-08,2025-03-13,2025-03-13,538,32.45,USD
POL0026959,4503852,S0025,PN00064,P400,SRC000202,2025-08-18,2025-08-25,2025-08-25,100,10.62,USD
POL0026960,4503852,S0034,PN00049,P300,SRC000144,2025-05-25,2025-07-31,2025-08-05,13,20.29,USD
POL0026961,4503852,S0056,PN00223,P100,SRC000683,2025-08-09,2025-10-02,2025-10-02,98,8.17,USD
POL0026962,4503852,S0051,PN00127,P200,SRC000383,2026-02-17,2026-03-07,2026-03-12,90,9.97,USD
POL0026963,4503852,S0059,PN00160,P600,SRC000481,2026-02-16,2026-03-09,2026-03-09,147,132.63,USD
POL0026964,4503852,S0018,PN00272,P600,SRC000851,2025-05-15,2025-06-19,2025-06-19,68,14.79,USD
POL0026965,4503853,S0036,PN00212,P500,SRC000647,2025-06-28,2025-07-17,2025-07-17,90,7.99,USD
POL0026966,4503853,S0056,PN00223,P600,SRC000686,2025-07-31,2025-10-08,2025-10-08,272,7.4,USD
POL0026967,4503853,S0005,PN00138,P500,SRC000416,2025-03-20,2025-05-30,2025-05-30,50,6.18,USD
POL0026968,4503853,S0021,PN00164,P200,SRC000500,2025-10-28,2025-12-06,2025-12-06,175,20.62,USD
POL0026969,4503853,S0059,PN00121,P300,SRC000361,2025-11-22,2025-12-08,2025-12-13,158,48.81,USD
POL0026970,4503853,S0052,PN00041,P200,SRC000124,2026-02-08,2026-04-23,2026-04-23,100,20.48,USD
POL0026971,4503853,S0035,PN00251,P400,SRC000787,2025-10-16,2025-10-25,2025-10-25,54,30.43,USD
POL0026972,4503854,S0002,PN00152,P100,SRC000459,2025-08-10,2025-08-27,2025-08-27,100,180.96,USD
POL0026973,4503854,S0024,PN00282,P500,SRC000890,2025-08-27,2025-11-10,2025-11-15,223,10.89,USD
POL0026974,4503854,S0025,PN00262,P100,SRC000821,2025-08-16,2025-10-19,2025-10-24,258,5.02,USD
POL0026975,4503854,S0060,PN00021,P300,SRC000064,2025-06-15,2025-07-24,2025-07-24,566,22.17,USD
POL0026976,4503854,S0049,PN00229,P200,SRC000710,2025-06-23,2025-07-27,2025-08-01,215,62.52,USD
POL0026977,4503854,S0008,PN00278,P600,SRC000872,2025-08-27,2025-11-09,2025-11-14,280,96.6,USD
POL0026978,4503854,S0045,PN00009,P300,SRC000024,2025-01-10,2025-02-19,2025-02-21,84,32.63,USD
POL0026979,4503855,S0057,PN00277,P400,SRC000866,2025-12-12,2025-12-28,2025-12-28,100,21.75,USD
POL0026980,4503855,S0001,PN00330,P600,SRC001040,2025-11-18,2025-12-06,2025-12-06,116,9.18,USD
POL0026981,4503855,S0051,PN00319,P100,SRC001013,2025-07-09,2025-08-27,2025-08-27,77,27.73,USD
POL0026982,4503855,S0011,PN00020,P100,SRC000061,2025-03-20,2025-06-03,2025-06-08,155,11.4,USD
POL0026983,4503855,S0053,PN00220,P600,SRC000672,2025-03-12,2025-05-12,2025-05-12,457,6.63,USD
POL0026984,4503855,S0034,PN00317,P400,SRC001005,2026-02-09,2026-03-23,2026-03-23,102,73.04,USD
POL0026985,4503855,S0022,PN00002,P400,SRC000005,2026-02-11,2026-04-18,2026-04-18,126,37.94,USD
POL0026986,4503856,S0018,PN00110,P500,SRC000326,2025-03-29,2025-05-17,2025-05-17,500,50.16,USD
POL0026987,4503856,S0003,PN00363,P100,SRC001125,2025-07-11,2025-08-14,2025-08-14,89,36.33,USD
POL0026988,4503856,S0036,PN00279,P600,SRC000880,2026-02-10,2026-04-26,2026-04-26,500,43.66,USD
POL0026989,4503856,S0049,PN00232,P500,SRC000723,2025-01-31,2025-03-17,2025-03-17,43,98.19,USD
POL0026990,4503856,S0031,PN00367,P500,SRC001135,2025-10-04,2025-11-07,2025-11-07,50,18.2,USD
POL0026991,4503856,S0054,PN00172,P100,SRC000517,2025-08-26,2025-09-28,2025-09-28,500,34.35,USD
POL0026992,4503856,S0001,PN00064,P200,SRC000197,2025-12-23,2026-03-07,2026-03-09,126,11.5,USD
POL0026993,4503857,S0013,PN00320,P200,SRC001015,2025-11-30,2026-01-22,2026-01-22,27,22.43,USD
POL0026994,4503857,S0011,PN00020,P600,SRC000060,2025-05-07,2025-05-21,2025-05-21,50,12.06,USD
POL0026995,4503857,S0010,PN00033,P500,SRC000098,2025-05-07,2025-06-23,2025-06-23,138,49.14,USD
POL0026996,4503857,S0048,PN00224,P100,SRC000694,2025-03-24,2025-04-01,2025-04-03,500,32.79,USD
POL0026997,4503857,S0003,PN00201,P500,SRC000624,2025-01-05,2025-02-05,2025-02-05,131,27.01,USD
POL0026998,4503857,S0048,PN00181,P400,SRC000550,2026-03-29,2026-05-08,2026-05-13,500,13.87,USD
POL0026999,4503857,S0008,PN00037,P500,SRC000112,2025-04-29,2025-05-17,2025-05-19,69,20.73,USD
POL0027000,4503858,S0006,PN00099,P200,SRC000293,2025-02-18,2025-04-22,2025-04-22,126,25.97,USD
POL0027001,4503858,S0009,PN00130,P500,SRC000392,2025-12-22,2026-02-09,2026-02-09,97,16.53,USD
POL0027002,4503858,S0052,PN00158,P400,SRC000474,2026-02-22,2026-03-06,2026-03-08,100,43.68,USD
POL0027003,4503858,S0020,PN00039,P500,SRC000116,2025-06-22,2025-07-07,2025-07-07,50,64.69,USD
POL0027004,4503858,S0026,PN00043,P400,SRC000127,2026-03-06,2026-05-05,2026-05-07,85,86.6,USD
POL0027005,4503858,S0005,PN00138,P300,SRC000418,2025-08-26,2025-09-07,2025-09-07,111,6.15,USD
POL0027006,4503858,S0011,PN00020,P600,SRC000060,2025-12-22,2026-01-05,2026-01-05,228,12.39,USD
POL0027007,4503859,S0025,PN00221,P300,SRC000675,2025-03-03,2025-03-22,2025-03-27,86,50.93,USD
POL0027008,4503859,S0056,PN00129,P500,SRC000388,2025-08-13,2025-10-16,2025-10-16,500,10.89,USD
POL0027009,4503859,S0035,PN00213,P600,SRC000649,2025-04-14,2025-04-26,2025-04-26,140,187.75,USD
POL0027010,4503859,S0025,PN00262,P100,SRC000821,2025-04-10,2025-06-13,2025-06-18,27,4.75,USD
POL0027011,4503859,S0049,PN00313,P400,SRC000996,2026-01-25,2026-03-18,2026-03-23,500,32.17,USD
POL0027012,4503859,S0057,PN00277,P400,SRC000866,2025-08-19,2025-09-04,2025-09-09,126,20.75,USD
POL0027013,4503859,S0039,PN00117,P100,SRC000350,2025-09-23,2025-11-13,2025-11-13,103,35.11,USD
POL0027014,4503860,S0008,PN00077,P200,SRC000234,2025-01-23,2025-03-22,2025-03-27,65,26.08,USD
POL0027015,4503860,S0033,PN00373,P300,SRC001158,2026-03-13,2026-05-26,2026-05-26,500,79.59,USD
POL0027016,4503860,S0060,PN00145,P400,SRC000437,2026-03-23,2026-05-29,2026-05-29,231,5.09,USD
POL0027017,4503860,S0025,PN00235,P200,SRC000734,2025-09-26,2025-11-19,2025-11-24,500,25.91,USD
POL0027018,4503860,S0047,PN00070,P200,SRC000220,2025-09-24,2025-10-12,2025-10-14,500,55.9,USD
POL0027019,4503860,S0011,PN00294,P200,SRC000933,2025-04-29,2025-05-31,2025-05-31,73,24.4,USD
POL0027020,4503860,S0039,PN00037,P100,SRC000109,2025-10-22,2025-11-23,2025-11-28,500,17.71,USD
POL0027021,4503861,S0021,PN00219,P200,SRC000666,2026-03-24,2026-06-05,2026-06-05,172,118.8,USD
POL0027022,4503861,S0001,PN00176,P600,SRC000527,2025-01-16,2025-02-05,2025-02-07,500,74.73,USD
POL0027023,4503861,S0039,PN00071,P600,SRC000224,2025-02-13,2025-02-23,2025-02-23,500,44.79,USD
POL0027024,4503861,S0043,PN00371,P100,SRC001151,2026-02-04,2026-03-29,2026-04-03,275,38.01,USD
POL0027025,4503861,S0015,PN00112,P400,SRC000330,2026-02-10,2026-03-29,2026-03-29,100,9.45,USD
POL0027026,4503861,S0056,PN00179,P200,SRC000535,2025-03-29,2025-04-18,2025-04-20,100,16.29,USD
POL0027027,4503861,S0052,PN00158,P400,SRC000474,2025-12-19,2025-12-31,2026-01-02,263,41.98,USD
POL0027028,4503862,S0025,PN00262,P200,SRC000822,2026-01-22,2026-04-04,2026-04-04,188,5.68,USD
POL0027029,4503862,S0055,PN00258,P100,SRC000808,2025-12-20,2026-01-08,2026-01-13,500,37.04,USD
POL0027030,4503862,S0044,PN00342,P600,SRC001071,2025-07-12,2025-09-20,2025-09-20,361,35.83,USD
POL0027031,4503862,S0012,PN00263,P400,SRC000827,2025-02-06,2025-03-21,2025-03-21,49,24.15,USD
POL0027032,4503862,S0039,PN00278,P100,SRC000874,2025-07-26,2025-10-06,2025-10-06,189,98.53,USD
POL0027033,4503862,S0042,PN00226,P400,SRC000698,2025-01-16,2025-02-06,2025-02-06,500,13.92,USD
POL0027034,4503862,S0028,PN00303,P200,SRC000968,2025-04-25,2025-05-30,2025-05-30,210,25.57,USD
POL0027035,4503863,S0012,PN00271,P400,SRC000845,2025-10-18,2025-12-24,2025-12-24,31,20.59,USD
POL0027036,4503863,S0049,PN00049,P400,SRC000143,2025-07-22,2025-09-17,2025-09-17,50,19.15,USD
POL0027037,4503863,S0047,PN00362,P400,SRC001118,2025-03-13,2025-05-25,2025-05-27,60,17.77,USD
POL0027038,4503863,S0014,PN00205,P100,SRC000631,2025-09-25,2025-10-06,2025-10-08,100,5.88,USD
POL0027039,4503863,S0011,PN00355,P200,SRC001098,2026-03-24,2026-04-28,2026-04-28,500,39.35,USD
POL0027040,4503863,S0050,PN00252,P600,SRC000791,2026-01-15,2026-03-04,2026-03-04,117,56.4,USD
POL0027041,4503863,S0044,PN00342,P400,SRC001072,2025-05-25,2025-08-04,2025-08-04,36,31.99,USD
POL0027042,4503864,S0034,PN00010,P600,SRC000026,2025-02-17,2025-04-12,2025-04-12,141,80.35,USD
POL0027043,4503864,S0007,PN00161,P200,SRC000485,2025-12-19,2026-02-14,2026-02-19,51,27.44,USD
POL0027044,4503864,S0029,PN00193,P300,SRC000590,2025-09-05,2025-10-20,2025-10-20,500,150.87,USD
POL0027045,4503864,S0046,PN00302,P600,SRC000962,2026-01-24,2026-02-06,2026-02-11,100,18.88,USD
POL0027046,4503864,S0011,PN00294,P200,SRC000933,2025-10-09,2025-11-10,2025-11-10,146,25.83,USD
POL0027047,4503864,S0034,PN00081,P100,SRC000248,2026-02-14,2026-04-12,2026-04-17,50,6.01,USD
POL0027048,4503864,S0019,PN00027,P500,SRC000078,2025-06-05,2025-06-13,2025-06-13,54,239.89,USD
POL0027049,4503865,S0049,PN00318,P500,SRC001010,2025-06-08,2025-07-11,2025-07-11,202,60.33,USD
POL0027050,4503865,S0057,PN00108,P300,SRC000316,2025-12-27,2026-01-08,2026-01-08,50,13.76,USD
POL0027051,4503865,S0058,PN00248,P200,SRC000770,2025-02-07,2025-04-06,2025-04-11,151,142.49,USD
POL0027052,4503865,S0011,PN00355,P100,SRC001096,2025-06-07,2025-07-26,2025-07-26,33,38.96,USD
POL0027053,4503865,S0020,PN00272,P400,SRC000854,2025-10-04,2025-11-03,2025-11-03,27,14.39,USD
POL0027054,4503865,S0007,PN00336,P500,SRC001058,2025-08-30,2025-10-25,2025-10-30,59,10.96,USD
POL0027055,4503865,S0046,PN00068,P600,SRC000217,2025-11-17,2025-12-06,2025-12-08,97,157.54,USD
POL0027056,4503866,S0039,PN00358,P100,SRC001103,2025-12-11,2026-02-03,2026-02-03,350,41.2,USD
POL0027057,4503866,S0003,PN00201,P100,SRC000622,2025-10-26,2025-12-25,2025-12-25,500,30.47,USD
POL0027058,4503866,S0048,PN00224,P600,SRC000692,2025-10-24,2025-12-14,2025-12-14,500,32.84,USD
POL0027059,4503866,S0017,PN00278,P100,SRC000876,2025-12-08,2025-12-20,2025-12-20,96,92.47,USD
POL0027060,4503866,S0025,PN00262,P300,SRC000820,2025-03-30,2025-04-11,2025-04-16,111,5.49,USD
POL0027061,4503866,S0023,PN00296,P300,SRC000940,2025-05-22,2025-07-04,2025-07-06,78,58.33,USD
POL0027062,4503866,S0040,PN00230,P200,SRC000714,2025-06-18,2025-07-06,2025-07-06,205,51.02,USD
POL0027063,4503867,S0060,PN00343,P500,SRC001073,2026-03-07,2026-05-10,2026-05-12,205,48.87,USD
POL0027064,4503867,S0032,PN00102,P500,SRC000299,2025-01-20,2025-01-29,2025-02-03,336,4.45,USD
POL0027065,4503867,S0055,PN00100,P600,SRC000294,2025-10-23,2026-01-05,2026-01-05,690,22.91,USD
POL0027066,4503867,S0031,PN00080,P300,SRC000242,2025-08-27,2025-10-11,2025-10-11,57,30.49,USD
POL0027067,4503867,S0056,PN00091,P300,SRC000273,2025-05-29,2025-08-12,2025-08-12,111,31.94,USD
POL0027068,4503867,S0031,PN00291,P500,SRC000919,2025-07-29,2025-09-04,2025-09-04,39,31.73,USD
POL0027069,4503867,S0005,PN00275,P100,SRC000859,2026-03-16,2026-05-11,2026-05-11,100,45.84,USD
POL0027070,4503868,S0041,PN00223,P600,SRC000688,2025-11-04,2025-12-22,2025-12-22,106,8.21,USD
POL0027071,4503868,S0034,PN00332,P300,SRC001050,2026-02-23,2026-04-27,2026-04-27,120,75.15,USD
POL0027072,4503868,S0036,PN00191,P600,SRC000583,2025-01-11,2025-03-16,2025-03-16,153,48.29,USD
POL0027073,4503868,S0036,PN00035,P200,SRC000102,2026-02-25,2026-04-03,2026-04-03,50,13.8,USD
POL0027074,4503868,S0055,PN00214,P100,SRC000653,2025-07-27,2025-08-14,2025-08-14,291,24.97,USD
POL0027075,4503868,S0058,PN00056,P400,SRC000173,2025-05-28,2025-07-01,2025-07-06,99,26.16,USD
POL0027076,4503868,S0046,PN00167,P200,SRC000506,2025-08-31,2025-10-25,2025-10-25,117,45.73,USD
POL0027077,4503869,S0057,PN00277,P400,SRC000866,2025-11-18,2025-12-04,2025-12-04,374,20.9,USD
POL0027078,4503869,S0032,PN00102,P500,SRC000299,2025-10-13,2025-10-22,2025-10-22,65,4.29,USD
POL0027079,4503869,S0045,PN00053,P400,SRC000156,2025-03-14,2025-04-27,2025-04-27,126,93.52,USD
