shipment_id,po_line_id,carrier_id,ship_date,delivery_date,qty_shipped,qty_received,qty_rejected,freight_cost,duty_cost,insurance_cost,handling_cost,status
SH8033807,POL0029331,C03,2026-03-05,2026-03-23,100,100,0,225.4,304.87,11.73,49.53,RECEIVED
SH8033808,POL0029332,C07,2025-10-31,2025-11-12,83,83,0,50.65,70.6,2.74,45.44,RECEIVED
SH8033809,POL0029333,C02,2026-01-10,2026-02-03,100,100,0,729.92,911.0,30.54,20.98,RECEIVED
SH8033810,POL0029334,C06,2025-07-23,2025-08-13,139,139,0,196.75,79.74,4.95,111.33,RECEIVED
SH8033811,POL0029335,C05,2025-03-23,2025-04-02,500,500,0,577.76,16.17,43.58,75.78,RECEIVED
SH8033812,POL0029336,C02,2025-12-09,2026-01-06,51,51,0,120.94,131.05,6.28,98.15,RECEIVED
SH8033813,POL0029336,C03,2025-12-05,2025-12-23,45,45,0,45.85,79.61,5.54,111.19,RECEIVED
SH8033814,POL0029337,C01,2025-10-09,2025-10-16,134,133,1,346.81,6.19,21.65,100.61,RECEIVED
SH8033815,POL0029338,C06,2026-02-20,2026-03-18,52,52,0,230.02,258.85,9.95,36.85,RECEIVED
SH8033816,POL0029339,C05,2025-06-23,2025-07-08,77,77,0,166.34,371.68,14.75,97.76,RECEIVED
SH8033817,POL0029340,C01,2026-01-11,2026-02-06,79,79,0,12.6,21.24,2.04,68.21,RECEIVED
SH8033818,POL0029340,C05,2026-01-28,2026-02-15,109,109,0,32.89,31.49,2.81,17.64,RECEIVED
SH8033819,POL0029341,C01,2025-07-05,2025-07-12,41,41,0,44.98,56.88,2.49,92.52,RECEIVED
SH8033820,POL0029341,C05,2025-07-26,2025-08-02,42,42,0,18.63,47.31,2.55,50.62,RECEIVED
SH8033821,POL0029342,C04,2026-01-26,2026-02-12,69,69,0,67.29,167.14,10.55,22.12,RECEIVED
SH8033822,POL0029343,C01,2025-05-04,2025-05-13,48,47,1,102.4,9.42,5.37,90.39,RECEIVED
SH8033823,POL0029344,C06,2025-03-05,2025-03-17,85,83,2,917.16,678.23,38.88,79.17,RECEIVED
SH8033824,POL0029345,C06,2025-08-22,2025-09-19,43,41,2,557.34,23.58,22.28,34.05,RECEIVED
SH8033825,POL0029346,C03,2025-09-03,2025-09-05,116,114,2,73.14,74.85,8.82,79.1,RECEIVED
SH8033826,POL0029347,C02,2025-09-21,2025-10-06,40,40,0,424.65,361.18,22.89,100.68,RECEIVED
SH8033827,POL0029347,C07,2025-09-24,2025-10-02,30,30,0,297.87,103.79,17.17,32.76,RECEIVED
SH8033828,POL0029348,C05,2025-12-28,2026-01-18,198,198,0,265.66,85.31,35.85,37.53,RECEIVED
SH8033829,POL0029349,C05,2025-06-04,2025-06-13,500,498,2,1406.51,27.32,116.79,102.29,RECEIVED
SH8033830,POL0029350,C03,2025-07-14,2025-08-09,85,85,0,95.07,119.91,7.78,28.39,RECEIVED
SH8033831,POL0029351,C06,2026-02-18,2026-03-10,163,163,0,1418.37,160.8,41.47,42.43,RECEIVED
SH8033832,POL0029352,C05,2025-11-12,2025-12-06,98,98,0,61.08,89.96,4.53,115.86,RECEIVED
SH8033833,POL0029353,C07,2025-12-07,2025-12-24,100,100,0,435.5,159.96,54.8,46.47,RECEIVED
SH8033834,POL0029354,C04,2025-04-23,2025-04-25,500,500,0,8066.1,0.0,579.1,24.2,RECEIVED
SH8033835,POL0029355,C07,2026-01-06,2026-01-27,100,100,0,871.92,808.06,128.9,117.79,RECEIVED
SH8033836,POL0029356,C06,2025-04-12,2025-04-20,82,81,1,192.83,76.64,4.13,25.38,RECEIVED
SH8033837,POL0029357,C03,2026-02-26,2026-03-22,113,113,0,91.22,153.51,10.87,27.42,RECEIVED
SH8033838,POL0029358,C05,2025-10-28,2025-11-19,95,95,0,97.68,37.68,7.33,67.77,RECEIVED
SH8033839,POL0029359,C02,2025-12-05,2025-12-15,48,48,0,54.55,50.99,3.52,109.2,RECEIVED
SH8033840,POL0029360,C05,2026-04-07,2026-04-20,151,149,2,178.48,330.49,11.26,59.33,RECEIVED
SH8033841,POL0029361,C04,2025-10-05,2025-10-24,71,68,3,76.4,127.75,5.96,45.0,RECEIVED
SH8033842,POL0029362,C03,2025-04-03,2025-04-05,264,264,0,286.92,0.0,17.93,22.61,RECEIVED
SH8033843,POL0029363,C03,2025-11-26,2025-11-30,500,500,0,1598.06,0.0,94.06,76.19,RECEIVED
SH8033844,POL0029364,C07,2025-04-29,2025-05-01,100,100,0,125.02,9.26,7.54,103.67,RECEIVED
SH8033845,POL0029365,C06,2026-02-13,2026-02-16,432,418,14,2815.69,1382.63,80.04,55.97,RECEIVED
SH8033846,POL0029366,C06,2026-04-09,2026-04-13,115,115,0,1734.04,1044.18,36.1,24.79,RECEIVED
SH8033847,POL0029367,C03,2025-08-30,2025-09-06,124,124,0,649.76,961.9,60.72,94.97,RECEIVED
SH8033848,POL0029368,C03,2025-04-24,2025-05-20,500,500,0,630.21,1119.93,61.36,97.92,RECEIVED
SH8033849,POL0029369,C01,2025-12-28,2026-01-17,16,16,0,78.88,78.98,4.11,96.74,RECEIVED
SH8033850,POL0029369,C06,2025-12-24,2026-01-17,18,18,0,65.85,137.43,4.63,81.21,RECEIVED
SH8033851,POL0029370,C01,2025-04-19,2025-04-30,227,217,10,80.93,197.64,12.9,36.43,RECEIVED
SH8033852,POL0029371,C04,2025-04-20,2025-04-26,500,500,0,354.88,0.0,25.4,38.49,RECEIVED
SH8033853,POL0029372,C05,2025-03-06,2025-04-01,89,89,0,506.58,85.28,26.3,96.56,RECEIVED
SH8033854,POL0029373,C05,2025-05-09,2025-05-27,100,100,0,81.3,78.73,4.58,58.58,RECEIVED
SH8033855,POL0029374,C06,2026-03-27,2026-04-10,50,50,0,3152.93,492.32,70.76,65.88,RECEIVED
SH8033856,POL0029375,C01,2026-02-14,2026-03-05,100,100,0,200.54,24.31,18.06,57.39,RECEIVED
SH8033857,POL0029376,C03,2026-02-02,2026-02-28,500,500,0,8574.69,6195.5,486.68,58.74,RECEIVED
SH8033858,POL0029377,C06,2025-08-14,2025-09-10,64,64,0,1016.97,662.83,27.99,67.9,RECEIVED
SH8033859,POL0029378,C02,2025-03-19,2025-04-01,500,500,0,6624.44,1848.73,198.9,63.07,RECEIVED
SH8033860,POL0029379,C05,2026-02-24,2026-03-09,87,86,1,191.18,70.81,12.62,40.23,RECEIVED
SH8033861,POL0029380,C01,2025-07-04,2025-07-18,140,140,0,245.06,323.13,21.73,60.43,RECEIVED
SH8033862,POL0029380,C04,2025-07-05,2025-07-16,67,67,0,195.19,141.37,10.4,94.65,RECEIVED
SH8033863,POL0029381,C07,2025-07-03,2025-07-14,337,337,0,262.53,147.64,13.61,71.87,RECEIVED
SH8033864,POL0029382,C01,2025-05-16,2025-05-20,500,500,0,1215.75,160.87,66.64,63.66,RECEIVED
SH8033865,POL0029383,C01,2025-12-19,2026-01-15,516,516,0,766.02,827.43,38.33,115.33,RECEIVED
SH8033866,POL0029384,C01,2025-07-21,2025-08-11,253,252,1,1043.9,2492.05,87.94,65.21,RECEIVED
SH8033867,POL0029385,C03,2026-02-07,2026-02-28,376,365,11,196.76,506.35,17.32,104.34,RECEIVED
SH8033868,POL0029386,C05,2025-01-30,2025-02-18,500,494,6,1015.1,661.3,58.33,35.27,RECEIVED
SH8033869,POL0029387,C03,2025-10-14,2025-10-25,500,493,7,576.88,145.04,69.41,67.97,RECEIVED
SH8033870,POL0029388,C06,2025-03-21,2025-04-25,315,311,4,2167.37,217.61,53.32,44.0,RECEIVED
SH8033871,POL0029388,C02,2025-03-31,2025-04-20,185,180,5,1519.4,198.75,30.86,57.91,RECEIVED
SH8033872,POL0029389,C04,2025-09-16,2025-09-28,50,50,0,36.45,43.06,3.31,103.94,RECEIVED
SH8033873,POL0029390,C01,2026-04-06,2026-05-11,500,500,0,267.05,730.17,27.8,60.02,RECEIVED
SH8033874,POL0029391,C04,2025-08-24,2025-09-09,50,50,0,299.39,133.42,25.39,57.84,RECEIVED
SH8033875,POL0029392,C06,2025-11-14,2025-12-08,79,79,0,352.3,210.34,14.01,29.35,RECEIVED
SH8033876,POL0029393,C04,2026-03-30,2026-04-16,109,109,0,32.9,22.51,4.77,45.37,RECEIVED
SH8033877,POL0029394,C04,2026-01-17,2026-01-31,50,50,0,88.14,35.09,4.64,72.51,RECEIVED
SH8033878,POL0029395,C05,2025-02-17,2025-02-21,30,30,0,15.28,22.54,2.66,21.66,RECEIVED
SH8033879,POL0029396,C05,2025-03-07,2025-03-12,70,70,0,94.33,188.69,9.67,116.79,RECEIVED
SH8033880,POL0029397,C01,2026-02-01,2026-02-24,238,238,0,451.32,237.42,34.76,26.03,RECEIVED
SH8033881,POL0029397,C05,2026-02-08,2026-02-24,139,138,1,187.09,319.79,20.15,31.24,RECEIVED
SH8033882,POL0029398,C06,2026-03-31,2026-04-10,138,138,0,800.3,414.86,19.39,87.66,RECEIVED
SH8033883,POL0029399,C03,2025-03-03,2025-03-15,32,32,0,167.17,43.64,9.34,98.47,RECEIVED
SH8033884,POL0029400,C06,2025-08-07,2025-08-28,500,500,0,193.73,118.5,12.86,40.74,RECEIVED
SH8033885,POL0029401,C05,2025-09-24,2025-09-28,253,253,0,47.44,0.0,6.39,50.68,RECEIVED
SH8033886,POL0029402,C02,2026-01-24,2026-01-30,244,242,2,2119.13,477.29,45.72,55.36,RECEIVED
SH8033887,POL0029403,C04,2025-10-12,2025-11-08,133,132,1,153.76,208.63,26.32,74.12,RECEIVED
SH8033888,POL0029404,C03,2025-12-31,2026-01-08,57,57,0,84.28,144.36,5.84,111.08,RECEIVED
SH8033889,POL0029405,C03,2026-03-04,2026-03-17,65,65,0,172.65,56.28,9.46,44.56,RECEIVED
SH8033890,POL0029406,C03,2025-12-26,2026-01-03,110,110,0,144.37,279.13,10.3,70.49,RECEIVED
SH8033891,POL0029407,C02,2025-09-25,2025-10-30,115,115,0,678.33,416.47,15.77,46.73,RECEIVED
SH8033892,POL0029408,C02,2026-05-08,2026-06-10,500,500,0,6944.75,14676.81,491.56,32.5,RECEIVED
SH8033893,POL0029409,C01,2025-07-21,2025-08-15,148,148,0,54.71,62.45,10.42,60.2,RECEIVED
SH8033894,POL0029410,C07,2025-06-15,2025-07-04,145,145,0,25.87,42.97,4.46,30.09,RECEIVED
SH8033895,POL0029411,C02,2025-07-05,2025-07-19,100,100,0,3828.96,973.7,79.17,43.46,RECEIVED
SH8033896,POL0029412,C06,2025-12-28,2026-01-06,56,56,0,856.05,218.82,17.2,75.65,RECEIVED
SH8033897,POL0029413,C02,2025-07-12,2025-07-28,500,500,0,2337.84,944.16,54.88,93.17,RECEIVED
SH8033898,POL0029414,C03,2025-10-26,2025-11-01,131,131,0,516.84,1037.66,40.23,41.06,RECEIVED
SH8033899,POL0029415,C06,2026-01-07,2026-01-28,22,22,0,200.11,100.01,5.03,53.98,RECEIVED
SH8033900,POL0029415,C06,2026-01-18,2026-01-27,13,13,0,142.17,35.32,2.97,81.74,RECEIVED
SH8033901,POL0029416,C03,2025-04-26,2025-06-01,63,62,1,42.0,37.08,2.43,117.49,RECEIVED
SH8033902,POL0029417,C04,2025-05-07,2025-05-24,50,50,0,93.7,14.01,4.71,72.67,RECEIVED
SH8033903,POL0029418,C04,2025-02-23,2025-03-10,318,310,8,841.24,427.11,72.16,63.88,RECEIVED
SH8033904,POL0029418,C07,2025-02-15,2025-03-09,182,182,0,522.19,1062.25,42.36,90.75,RECEIVED
SH8033905,POL0029419,C01,2026-03-09,2026-03-24,50,50,0,75.01,145.09,9.61,45.76,RECEIVED
SH8033906,POL0029420,C01,2025-04-01,2025-04-14,100,99,1,2525.37,518.07,127.58,48.98,RECEIVED
SH8033907,POL0029421,C07,2025-11-03,2025-11-17,175,171,4,229.76,29.06,14.38,108.79,RECEIVED
SH8033908,POL0029422,C06,2025-11-26,2025-11-28,50,50,0,90.58,10.5,2.46,71.36,RECEIVED
SH8033909,POL0029423,C07,2025-09-03,2025-09-19,100,99,1,439.16,269.37,22.92,61.35,RECEIVED
SH8033910,POL0029424,C07,2025-11-19,2025-11-30,133,133,0,73.61,131.41,13.73,80.81,RECEIVED
SH8033911,POL0029425,C03,2025-11-13,2025-12-16,76,76,0,95.99,176.01,7.69,88.44,RECEIVED
SH8033912,POL0029425,C07,2025-11-30,2025-12-16,54,54,0,51.61,28.09,5.46,59.82,RECEIVED
SH8033913,POL0029426,C04,2025-09-23,2025-09-25,59,59,0,468.57,0.0,41.97,108.31,RECEIVED
SH8033914,POL0029427,C03,2025-02-10,2025-02-13,187,185,2,129.14,460.9,24.5,62.59,RECEIVED
SH8033915,POL0029428,C03,2025-08-13,2025-09-03,23,23,0,7.13,6.61,0.43,45.48,RECEIVED
SH8033916,POL0029429,C02,2025-08-14,2025-08-19,86,85,1,1517.06,1003.72,39.44,17.63,RECEIVED
SH8033917,POL0029430,C02,2026-01-15,2026-02-02,134,133,1,280.77,225.75,7.93,108.82,RECEIVED
SH8033918,POL0029431,C01,2025-11-20,2025-11-24,100,100,0,298.18,0.0,17.42,106.43,RECEIVED
SH8033919,POL0029432,C06,2025-11-04,2025-11-13,87,85,2,530.58,265.7,13.04,69.71,RECEIVED
SH8033920,POL0029433,C06,2026-03-19,2026-04-20,34,34,0,159.58,64.48,10.64,86.75,RECEIVED
SH8033921,POL0029433,C06,2026-03-13,2026-04-15,22,22,0,248.53,116.88,6.88,112.98,RECEIVED
SH8033922,POL0029434,C01,2025-07-10,2025-08-01,500,500,0,552.31,33.18,56.64,114.29,RECEIVED
SH8033923,POL0029435,C04,2025-02-08,2025-02-14,500,500,0,454.41,0.0,74.84,75.16,RECEIVED
SH8033924,POL0029436,C01,2025-07-08,2025-07-21,302,299,3,266.49,516.37,17.53,25.36,RECEIVED
SH8033925,POL0029437,C07,2025-04-11,2025-04-13,100,100,0,89.74,0.0,16.79,60.49,RECEIVED
SH8033926,POL0029438,C05,2025-09-29,2025-10-16,232,232,0,1002.78,509.24,73.69,49.38,RECEIVED
SH8033927,POL0029439,C04,2026-01-24,2026-02-04,37,36,1,35.46,18.73,3.02,116.27,RECEIVED
SH8033928,POL0029440,C02,2026-02-06,2026-03-01,129,129,0,1308.34,904.78,56.1,46.76,RECEIVED
SH8033929,POL0029441,C02,2025-04-11,2025-04-14,57,57,0,33.82,14.23,0.98,17.7,RECEIVED
SH8033930,POL0029441,C06,2025-04-07,2025-04-09,56,56,0,27.73,16.12,0.96,57.68,RECEIVED
SH8033931,POL0029442,C01,2025-12-06,2025-12-25,500,500,0,1325.23,346.84,132.72,72.92,RECEIVED
SH8033932,POL0029443,C04,2025-12-30,2026-01-12,50,50,0,447.82,64.49,23.08,108.75,RECEIVED
SH8033933,POL0029444,C05,2026-03-16,2026-03-21,122,119,3,884.14,1019.77,71.67,68.95,RECEIVED
SH8033934,POL0029445,C04,2026-05-15,2026-06-11,500,500,0,133.2,581.79,26.44,90.52,RECEIVED
SH8033935,POL0029446,C03,2025-04-11,2025-04-25,100,100,0,502.38,1369.42,81.36,42.02,RECEIVED
SH8033936,POL0029447,C03,2026-03-15,2026-03-23,500,495,5,1182.08,1636.65,59.44,95.16,RECEIVED
SH8033937,POL0029448,C01,2025-09-05,2025-09-22,90,90,0,108.74,170.64,7.84,61.87,RECEIVED
SH8033938,POL0029449,C06,2025-05-01,2025-05-21,68,68,0,1370.96,962.42,36.11,104.75,RECEIVED
SH8033939,POL0029450,C05,2026-01-12,2026-01-18,37,37,0,64.93,177.47,7.8,98.32,RECEIVED
SH8033940,POL0029450,C07,2026-01-17,2026-01-20,52,52,0,217.89,122.73,10.96,82.37,RECEIVED
SH8033941,POL0029451,C07,2025-04-03,2025-04-17,360,359,1,1216.52,2119.56,82.25,45.37,RECEIVED
SH8033942,POL0029452,C03,2026-02-16,2026-02-22,500,493,7,6000.84,4085.42,310.73,64.99,RECEIVED
SH8033943,POL0029453,C05,2025-10-17,2025-11-02,65,65,0,231.0,434.25,37.68,46.0,RECEIVED
SH8033944,POL0029454,C01,2025-08-07,2025-09-03,500,500,0,538.44,2429.07,84.68,25.27,RECEIVED
SH8033945,POL0029455,C07,2025-07-27,2025-08-12,54,54,0,9.97,2.56,1.38,116.48,RECEIVED
SH8033946,POL0029455,C02,2025-07-23,2025-08-14,34,34,0,18.2,5.57,0.87,46.19,RECEIVED
SH8033947,POL0029456,C05,2025-11-12,2025-11-18,100,96,4,278.18,155.39,14.9,19.99,RECEIVED
SH8033948,POL0029457,C07,2025-07-15,2025-08-09,100,100,0,158.85,289.42,11.27,20.89,RECEIVED
SH8033949,POL0029458,C01,2025-12-28,2026-01-17,51,51,0,550.42,98.61,43.69,36.34,RECEIVED
SH8033950,POL0029459,C02,2025-04-15,2025-05-10,83,83,0,125.61,38.05,3.08,54.26,RECEIVED
SH8033951,POL0029460,C07,2026-03-07,2026-03-10,62,62,0,41.81,0.0,4.1,99.13,RECEIVED
SH8033952,POL0029460,C07,2026-03-06,2026-03-08,72,72,0,38.46,0.0,4.77,87.26,RECEIVED
SH8033953,POL0029461,C01,2025-11-20,2025-11-28,24,24,0,93.45,137.87,5.55,69.39,RECEIVED
SH8033954,POL0029462,C04,2026-05-21,2026-06-05,253,253,0,346.0,411.55,27.4,29.8,RECEIVED
SH8033955,POL0029463,C04,2026-01-15,2026-02-16,500,500,0,108.9,290.37,12.96,32.67,RECEIVED
SH8033956,POL0029464,C07,2026-01-28,2026-02-02,500,500,0,11097.6,12462.95,941.84,88.86,RECEIVED
SH8033957,POL0029465,C06,2025-02-06,2025-02-18,25,25,0,321.87,638.79,21.4,53.56,RECEIVED
SH8033958,POL0029465,C05,2025-02-07,2025-02-20,17,17,0,156.51,380.53,14.55,29.03,RECEIVED
SH8033959,POL0029466,C04,2025-10-29,2025-11-15,100,100,0,432.89,464.34,25.1,62.58,RECEIVED
SH8033960,POL0029467,C03,2025-04-11,2025-04-23,146,146,0,436.91,811.96,27.2,43.87,RECEIVED
SH8033961,POL0029468,C03,2025-11-19,2025-12-15,51,51,0,24.43,33.81,1.24,43.09,RECEIVED
SH8033962,POL0029468,C02,2025-11-07,2025-12-04,39,39,0,28.9,20.29,0.95,69.17,RECEIVED
SH8033963,POL0029469,C01,2025-11-29,2025-12-08,26,26,0,37.72,118.29,6.99,59.98,RECEIVED
SH8033964,POL0029470,C03,2026-04-08,2026-04-13,56,56,0,210.18,713.09,29.62,22.86,RECEIVED
SH8033965,POL0029470,C03,2026-04-04,2026-04-13,49,49,0,504.02,12.83,25.91,80.47,RECEIVED
SH8033966,POL0029471,C01,2026-05-24,2026-06-08,500,500,0,2998.41,5674.93,203.34,105.78,RECEIVED
SH8033967,POL0029472,C04,2025-02-23,2025-03-08,50,50,0,200.64,353.58,33.86,113.05,RECEIVED
SH8033968,POL0029473,C05,2025-05-30,2025-06-11,135,135,0,217.54,374.35,31.76,66.88,RECEIVED
SH8033969,POL0029474,C02,2025-10-13,2025-11-03,66,66,0,124.69,83.28,3.73,34.64,RECEIVED
SH8033970,POL0029474,C06,2025-10-17,2025-11-04,34,32,2,89.91,53.25,1.81,112.15,RECEIVED
SH8033971,POL0029475,C02,2026-03-16,2026-03-18,500,500,0,1765.56,1820.9,78.4,58.93,RECEIVED
SH8033972,POL0029476,C01,2025-02-27,2025-04-04,500,500,0,2173.75,458.62,154.66,45.87,RECEIVED
SH8033973,POL0029477,C05,2025-04-09,2025-04-23,68,67,1,148.81,368.94,17.41,28.35,RECEIVED
SH8033974,POL0029478,C06,2026-02-11,2026-02-21,32,31,1,79.13,29.62,1.99,38.09,RECEIVED
SH8033975,POL0029478,C01,2026-02-03,2026-02-21,18,18,0,17.68,26.03,1.16,88.11,RECEIVED
SH8033976,POL0029479,C03,2025-10-20,2025-11-21,500,500,0,523.76,1393.72,70.22,67.62,RECEIVED
SH8033977,POL0029480,C05,2025-08-28,2025-09-21,52,52,0,61.28,65.7,8.32,46.79,RECEIVED
SH8033978,POL0029481,C04,2025-10-25,2025-11-14,159,159,0,1032.41,871.98,55.15,105.09,RECEIVED
SH8033979,POL0029482,C06,2026-02-20,2026-03-06,67,67,0,545.12,275.35,23.88,34.14,RECEIVED
SH8033980,POL0029482,C02,2026-02-04,2026-03-05,44,44,0,781.25,360.4,15.68,97.32,RECEIVED
SH8033981,POL0029483,C04,2025-06-20,2025-07-17,100,96,4,166.94,341.05,21.12,34.22,RECEIVED
SH8033982,POL0029484,C06,2026-02-25,2026-03-31,29,29,0,22.69,37.37,1.56,65.01,RECEIVED
SH8033983,POL0029484,C03,2026-03-06,2026-04-01,32,32,0,10.41,36.93,1.72,67.86,RECEIVED
SH8033984,POL0029485,C03,2025-09-15,2025-10-04,33,33,0,14.3,68.11,2.56,110.14,RECEIVED
SH8033985,POL0029486,C01,2025-12-28,2026-01-02,100,100,0,19.16,0.0,2.68,103.84,RECEIVED
SH8033986,POL0029487,C07,2026-01-06,2026-02-07,287,278,9,419.63,213.54,79.56,28.28,RECEIVED
SH8033987,POL0029487,C05,2026-01-21,2026-02-17,213,213,0,1072.07,349.54,60.96,84.71,RECEIVED
SH8033988,POL0029488,C03,2025-08-16,2025-08-21,100,100,0,42.52,94.24,5.62,39.05,RECEIVED
SH8033989,POL0029489,C05,2026-01-20,2026-02-15,89,89,0,120.41,102.79,7.11,107.84,RECEIVED
SH8033990,POL0029490,C05,2025-12-17,2026-01-02,500,489,11,2511.73,6280.53,285.34,117.56,RECEIVED
SH8033991,POL0029491,C07,2026-01-14,2026-02-03,138,138,0,170.04,59.23,9.6,90.21,RECEIVED
SH8033992,POL0029492,C02,2025-04-20,2025-04-22,500,500,0,25248.43,0.0,599.38,15.21,RECEIVED
SH8033993,POL0029493,C06,2025-07-18,2025-08-16,21,21,0,32.23,30.09,1.61,81.38,RECEIVED
SH8033994,POL0029493,C02,2025-07-21,2025-08-15,27,27,0,90.32,54.42,2.06,30.43,RECEIVED
SH8033995,POL0029494,C01,2025-06-15,2025-06-20,68,68,0,50.33,61.43,3.67,27.01,RECEIVED
SH8033996,POL0029495,C04,2026-02-08,2026-02-26,50,50,0,145.34,33.05,11.35,42.56,RECEIVED
SH8033997,POL0029496,C01,2025-03-01,2025-03-20,52,52,0,39.12,82.79,3.62,65.59,RECEIVED
SH8033998,POL0029497,C07,2025-12-26,2026-01-02,500,500,0,1369.27,2620.21,109.4,19.39,RECEIVED
SH8033999,POL0029498,C06,2025-09-22,2025-10-19,500,500,0,8378.88,3142.05,191.9,74.02,RECEIVED
SH8034000,POL0029499,C01,2025-09-14,2025-09-30,500,500,0,750.39,710.7,60.74,80.14,RECEIVED
SH8034001,POL0029500,C01,2025-10-10,2025-10-16,100,100,0,106.32,0.0,9.87,27.21,RECEIVED
SH8034002,POL0029501,C05,2025-12-23,2026-01-06,100,100,0,229.97,412.9,20.58,27.55,RECEIVED
SH8034003,POL0029502,C06,2025-05-31,2025-06-02,500,495,5,8096.48,0.0,253.28,81.21,RECEIVED
SH8034004,POL0029503,C06,2026-03-05,2026-03-16,80,80,0,575.53,119.82,13.42,36.89,RECEIVED
SH8034005,POL0029503,C06,2026-02-18,2026-03-09,103,102,1,549.56,418.87,17.12,87.3,RECEIVED
SH8034006,POL0029504,C01,2025-06-13,2025-06-27,57,57,0,444.12,645.34,25.35,86.42,RECEIVED
SH8034007,POL0029505,C06,2025-12-29,2026-01-22,158,158,0,599.0,51.19,17.58,86.44,RECEIVED
SH8034008,POL0029506,C02,2025-08-22,2025-09-10,267,267,0,373.03,542.79,24.15,103.41,RECEIVED
SH8034009,POL0029507,C06,2025-03-15,2025-03-18,500,500,0,1584.93,1142.0,46.96,48.71,RECEIVED
SH8034010,POL0029508,C04,2025-05-16,2025-05-21,275,275,0,87.93,16.72,5.1,111.39,RECEIVED
SH8034011,POL0029509,C03,2026-04-30,2026-05-22,500,500,0,377.64,540.96,19.02,73.83,RECEIVED
SH8034012,POL0029510,C04,2026-01-01,2026-01-10,221,221,0,254.6,484.34,38.98,75.47,RECEIVED
SH8034013,POL0029511,C05,2025-11-21,2025-12-09,64,63,1,38.47,163.61,6.93,91.89,RECEIVED
SH8034014,POL0029512,C05,2025-06-20,2025-07-07,79,79,0,64.3,232.99,9.19,28.11,RECEIVED
SH8034015,POL0029512,C04,2025-06-30,2025-07-08,85,85,0,160.42,158.73,9.89,63.28,RECEIVED
SH8034016,POL0029513,C01,2025-07-12,2025-07-25,500,500,0,1818.18,626.57,141.12,36.47,RECEIVED
SH8034017,POL0029514,C07,2025-04-03,2025-04-27,106,104,2,121.04,217.67,9.68,55.78,RECEIVED
SH8034018,POL0029515,C02,2026-03-02,2026-03-09,83,83,0,321.74,138.67,8.55,49.59,RECEIVED
SH8034019,POL0029516,C05,2026-05-19,2026-05-31,292,292,0,2740.01,832.05,143.84,98.42,RECEIVED
SH8034020,POL0029516,C07,2026-05-04,2026-06-01,208,208,0,560.91,2929.65,102.46,19.4,RECEIVED
SH8034021,POL0029517,C02,2025-12-23,2025-12-29,500,478,22,5300.59,4628.32,384.83,110.95,RECEIVED
SH8034022,POL0029518,C04,2025-04-10,2025-04-18,340,340,0,681.48,552.93,35.33,114.1,RECEIVED
SH8034023,POL0029519,C04,2026-02-13,2026-02-25,100,98,2,46.4,23.12,4.14,74.21,RECEIVED
SH8034024,POL0029520,C01,2025-08-25,2025-09-15,67,67,0,30.0,87.84,3.27,112.95,RECEIVED
SH8034025,POL0029520,C03,2025-08-29,2025-09-16,38,38,0,13.49,47.1,1.86,16.47,RECEIVED
SH8034026,POL0029521,C06,2025-07-17,2025-08-10,100,100,0,1015.51,1100.3,53.51,56.17,RECEIVED
SH8034027,POL0029522,C06,2026-02-03,2026-02-14,299,299,0,1139.52,740.17,30.25,24.16,RECEIVED
SH8034028,POL0029523,C07,2025-07-20,2025-08-12,100,96,4,34.53,62.49,5.32,80.52,RECEIVED
SH8034029,POL0029524,C07,2025-09-07,2025-10-02,100,97,3,74.37,175.92,8.36,27.5,RECEIVED
SH8034030,POL0029525,C02,2026-03-02,2026-03-17,76,76,0,304.09,239.39,8.49,23.78,RECEIVED
SH8034031,POL0029526,C01,2026-02-12,2026-02-18,78,78,0,26.45,0.0,5.2,42.21,RECEIVED
SH8034032,POL0029527,C01,2025-10-14,2025-10-25,82,82,0,141.99,148.3,20.26,41.67,RECEIVED
SH8034033,POL0029527,C06,2025-10-07,2025-10-25,68,68,0,395.21,451.37,16.8,37.6,RECEIVED
SH8034034,POL0029528,C07,2025-07-25,2025-08-25,131,131,0,231.46,554.25,19.88,50.41,RECEIVED
SH8034035,POL0029529,C02,2025-09-05,2025-09-25,86,86,0,886.19,108.28,33.85,63.02,RECEIVED
SH8034036,POL0029530,C07,2026-03-21,2026-03-27,59,59,0,170.05,143.12,11.05,32.24,RECEIVED
SH8034037,POL0029531,C02,2025-05-31,2025-06-03,500,500,0,4246.55,0.0,118.92,118.99,RECEIVED
SH8034038,POL0029532,C05,2025-06-27,2025-06-29,79,79,0,1047.71,0.0,80.04,75.72,RECEIVED
SH8034039,POL0029533,C05,2025-04-24,2025-05-17,97,97,0,51.34,20.02,2.71,31.66,RECEIVED
SH8034040,POL0029534,C06,2025-10-11,2025-10-31,252,252,0,1118.8,857.67,36.69,103.02,RECEIVED
SH8034041,POL0029534,C07,2025-10-04,2025-10-31,248,248,0,496.71,486.92,36.11,85.21,RECEIVED
SH8034042,POL0029535,C04,2025-04-13,2025-05-03,60,59,1,336.91,501.5,23.78,92.32,RECEIVED
SH8034043,POL0029536,C02,2025-03-24,2025-04-11,68,68,0,142.55,126.98,9.17,23.38,RECEIVED
SH8034044,POL0029537,C06,2025-12-10,2025-12-27,100,99,1,862.55,356.47,18.58,66.94,RECEIVED
